Domain Name,Record Name,Record Type,Record Value
arashiscientific.com,_78f998ee4cd750e8972c30f9fe655151.arashiscientific.com.,CNAME,_06170d04e35a155d60d6c59f1e265534.zykwrxlgwv.acm-validations.aws.
